# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
HtyMpKaL1RA, 420.000, 430.000, "/m/07q4ntr,/m/09x0r,/t/dd00126,/t/dd00127"
HxB6C9su7ts, 270.000, 280.000, "/m/03j1ly,/m/07yv9,/m/0912c9"
HxO2GRMD_fw, 90.000, 100.000, "/m/07pp_mv,/m/0c3f7m"
HxzGRv8zzQM, 0.000, 10.000, "/m/04fq5q,/m/04rlf"
Hy1cy2LLD-Y, 260.000, 270.000, "/m/01yg9g"
HzUEAJvYzg4, 24.000, 34.000, "/m/07pxg6y,/m/09x0r"
I0tB9LnZoO0, 100.000, 110.000, "/m/0199g,/m/07yv9,/m/09x0r,/t/dd00126"
I1WB0a3IUt4, 320.000, 330.000, "/m/04k94,/m/04rlf,/m/07yv9,/m/0838f,/m/0k4j,/t/dd00128"
I37RMUHp4O8, 490.000, 500.000, "/m/01yg9g,/m/07yv9,/t/dd00065"
I3Es6VcWAEY, 70.000, 80.000, "/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
I3etAR5FQjo, 60.000, 70.000, "/m/01y3hg,/m/07pp_mv,/m/09x0r,/m/0c3f7m"
I40wIyiuOCw, 170.000, 180.000, "/m/01d380,/m/07k1x,/m/0_ksk"
I515SEYGbIw, 2.000, 12.000, "/m/014zdl,/m/07qsvvw"
I7vs2H-Htt8, 480.000, 490.000, "/m/025wky1,/m/07yv9,/m/09x0r,/m/0k4j"
IBvCvHfsG4M, 150.000, 160.000, "/m/03l9g"
IDKfNe6xfSg, 480.000, 490.000, "/m/01yg9g,/m/09x0r"
IDWOyXzIyGQ, 130.000, 140.000, "/m/01b82r,/m/07pdjhy,/m/083vt"
IEHu2blVblA, 40.000, 50.000, "/m/03k3r,/m/05x_td,/m/07yv9,/m/09x0r,/t/dd00129"
IFlHy-i4_U0, 210.000, 220.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
IG6Co7V5OkI, 0.000, 10.000, "/m/07phhsh,/m/07yv9,/m/0k4j"
IGIiE16s3PM, 100.000, 110.000, "/m/0l156k"
IHBGVgc9tgk, 80.000, 90.000, "/m/02mk9,/m/07yv9,/m/09x0r,/t/dd00088"
II-fcvc57Jk, 120.000, 130.000, "/m/014zdl,/m/04rlf,/m/07pt_g0"
II4UebN1Dxw, 10.000, 20.000, "/m/07rn7sz,/m/09x0r"
IM47_WohcnA, 5.000, 15.000, "/t/dd00002"
IMmJ-d84KG0, 150.000, 160.000, "/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j"
IMwnzPo49IQ, 320.000, 330.000, "/m/030rvx,/m/09x0r"
IOoYvycXNAc, 60.000, 70.000, "/m/05x_td,/m/07qv_d5,/m/0912c9"
IPP2G8yOYEQ, 0.000, 10.000, "/m/02rhddq,/m/07r04,/m/07yv9,/t/dd00128"
ISBJKY8hwnM, 30.000, 40.000, "/m/02rhddq,/m/07yv9"
ISewgjSQFkA, 530.000, 540.000, "/m/04rlf,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
ITRNEOdgHY8, 380.000, 390.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j"
IUSY8J_qsQA, 310.000, 320.000, "/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
IV8YevS0PYc, 0.000, 2.000, "/m/02mfyn"
IYrVF4tHN08, 20.000, 30.000, "/m/07pp_mv,/m/0c3f7m"
IZOxZJh6SmM, 30.000, 40.000, "/m/0l156k"
Ic3q9Wg5bGA, 140.000, 150.000, "/m/07rn7sz"
IcPca0d-14o, 460.000, 470.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
IeEIHuokSo0, 280.000, 290.000, "/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk"
IeJuqRgPGzQ, 60.000, 70.000, "/m/0463cq4"
IfA-DcUwZvs, 30.000, 40.000, "/m/04rlf,/m/07q4ntr,/m/07rwj3x"
IgBwxLl162w, 310.000, 320.000, "/m/01jwx6,/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00126"
Igon-95J3W8, 0.000, 10.000, "/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j"
IhDfxIBqaLA, 230.000, 240.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
IlcfrqcH7tE, 60.000, 70.000, "/m/0463cq4,/m/09x0r,/t/dd00002"
IoFX6fn3vd8, 160.000, 170.000, "/m/04gxbd,/m/07yv9,/m/0k4j"
Iocy_TZAT3U, 410.000, 420.000, "/m/03l9g"
IrHyEv2yxb0, 230.000, 240.000, "/m/03l9g"
IsNQ98J3GlY, 20.000, 30.000, "/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv"
IweTgLfDpuY, 20.000, 30.000, "/m/07pyf11,/m/07yv9,/m/0k4j,/m/0ltv"
IxADrhzIXjo, 70.000, 80.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/m/07rwj3x"
IyspmEUfytc, 120.000, 130.000, "/m/0195fx,/m/01g50p,/m/0284vy3,/m/06d_3"
J-tBxwVKUxw, 70.000, 80.000, "/m/0199g,/m/07yv9,/m/09x0r"
J061zprgVR4, 10.000, 20.000, "/m/04rlf,/m/07p6fty,/m/09x0r"
J0pA8HHaGNE, 50.000, 60.000, "/m/07yv9,/m/0h9mv,/m/0k4j"
J33agHBxiTw, 10.000, 20.000, "/m/07pyy8b,/m/09x0r,/m/0bt9lr,/m/0jbk"
J3kJTky_5c0, 150.000, 160.000, "/m/03qc9zr"
J5EhyeM_aC0, 360.000, 370.000, "/m/07hvw1,/m/07yv9,/m/0cmf2,/m/0k5j"
J652Y8jdAFw, 30.000, 40.000, "/m/025rv6n,/m/032s66,/m/07qwf61,/m/0dbvp"
J6rKfrIq9Ds, 100.000, 110.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00126"
J8Kx1I1B5V4, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
J8oYvYUA1dA, 100.000, 110.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
J9hPHw_EKBU, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
JAfyOaRkAbM, 190.000, 200.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
JBKDFk2o5kI, 120.000, 130.000, "/m/05x_td,/m/0912c9,/m/09x0r"
JBOMYsE8s3k, 50.000, 60.000, "/m/01g50p,/m/0284vy3,/m/04zmvq,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb"
JBT7vOfzx6M, 10.000, 20.000, "/m/068hy,/m/07s04w4,/m/09x0r,/m/0bt9lr,/m/0jbk"
JC1-_DfixCY, 30.000, 40.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
JDr9vCrexGM, 300.000, 310.000, "/m/04rlf,/m/07sr1lc,/m/09x0r"
JFsIi2DUJkA, 30.000, 40.000, "/m/05x_td,/m/0912c9,/t/dd00128"
JGTHhKxzPHQ, 30.000, 40.000, "/m/01y3hg,/m/04rlf,/t/dd00125"
JGWt3pPnXpI, 70.000, 80.000, "/m/0463cq4,/m/07r5v4s,/m/09x0r,/m/0ytgt"
JGg1lCeizRY, 340.000, 350.000, "/m/01d380,/m/07k1x,/m/0_ksk"
JHI63b0sgnw, 90.000, 100.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
JKD_GiVHXRY, 0.000, 10.000, "/m/015lz1,/m/04rlf,/m/07rwj3x,/m/09x0r"
JLnOnsZBP4E, 200.000, 210.000, "/m/03l9g"
JLyjEE1UKaU, 30.000, 40.000, "/m/01j4z9"
JMxLzd_RYDI, 170.000, 180.000, "/m/03p19w,/t/dd00129"
JNAnQklId4c, 100.000, 110.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
JOX5MMBsAtU, 240.000, 250.000, "/m/07rknqz"
JO_G1plPrao, 40.000, 50.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00125,/t/dd00136"
JP0_mYPJJI8, 20.000, 30.000, "/m/01d380,/m/07k1x,/m/0_ksk"
JPSwpnLAdXc, 120.000, 130.000, "/m/01j4z9,/m/04rlf,/m/09x0r"
JUduRWal4EA, 0.000, 10.000, "/m/01280g,/m/04cvmfc,/m/0cdnk,/m/0jbk"
JVGj7Bt6Gpg, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r"
JW36HYLa4E4, 0.000, 9.000, "/m/01y3hg"
JWZpp-w5TcU, 150.000, 160.000, "/m/02zsn,/m/03qc9zr,/m/09x0r"
JXbMV5CqLkc, 20.000, 30.000, "/m/03cl9h,/m/07yv9,/t/dd00128"
JcKbpTQBegw, 0.000, 10.000, "/m/0l156k"
Jd6QyMP6Mtk, 20.000, 30.000, "/m/0195fx,/m/01g50p,/m/0284vy3,/m/06d_3,/t/dd00048"
Jfk8E7OSzHk, 30.000, 40.000, "/m/07yv9,/m/09ct_,/m/0k5j"
Jlh_dAyVBf4, 10.000, 20.000, "/m/07qfr4h,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00128"
Jm6KScwr0NE, 80.000, 90.000, "/m/03l9g"
Jtoff_VHCg8, 30.000, 40.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
JusleurtLGs, 10.000, 20.000, "/m/01z5f,/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/0bt9lr,/m/0jbk"
JuwUu6Jg7J4, 430.000, 440.000, "/m/04zmvq"
JvSD_04TBR4, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
JyQxYlVN7HU, 60.000, 70.000, "/m/01280g,/m/04rlf,/m/09x0r,/m/0cdnk,/m/0jbk"
K-JlM4s7H1s, 60.000, 70.000, "/m/014yck,/m/07yv9,/m/09ct_,/m/0k5j"
K4sgGo8N-d4, 40.000, 50.000, "/m/012f08,/m/04_sv,/m/07hvw1,/m/07yv9,/m/09x0r"
K6M2Q24k178, 50.000, 60.000, "/m/07yv9,/m/0g6b5,/m/0k4j,/t/dd00128"
K9pw8e3n1jg, 350.000, 360.000, "/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk"
KB4e9v_5uTE, 170.000, 180.000, "/m/01kcd,/m/04fq5q,/m/04rlf,/m/04szw,/m/05pd6"
KG6JGCHIaH0, 520.000, 530.000, "/m/04rlf,/m/07rn7sz,/t/dd00126"
KG6fg1QO1gw, 120.000, 130.000, "/m/030rvx,/m/09x0r"
KH_Cw66-97Q, 30.000, 40.000, "/m/014zdl,/m/07pxg6y,/m/07qsvvw,/m/09x0r"
KJJXV0JsCN4, 40.000, 50.000, "/m/03p19w"
KJr8C2mY8u4, 10.000, 20.000, "/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
KL0TWPmezrY, 10.000, 20.000, "/m/04rlf,/m/07p6fty,/m/09x0r"
KLtjVuXOBQk, 52.000, 62.000, "/m/03k3r,/m/04rlf,/m/09x0r,/m/0bt9lr,/m/0jbk"
KNqoXUYBxZ0, 7.000, 17.000, "/m/02mfyn"
KOePTJ9eSkQ, 30.000, 40.000, "/m/014zdl,/m/07qsvvw,/m/09x0r"
KR4M9nGv2is, 0.000, 9.000, "/m/0l156k"
KSDhpTtrNqc, 40.000, 50.000, "/m/03p19w"
KSLSsWlbZYk, 9.000, 19.000, "/m/03kmc9,/m/0dgbq"
KUGf-irpTMQ, 110.000, 120.000, "/m/01280g,/m/04rlf,/m/07y_7,/m/09x0r,/m/0jbk,/t/dd00129"
KVgjCA68_Kk, 30.000, 40.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq"
KW7e8Ez9yfA, 100.000, 110.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
KWSoVfu47l0, 70.000, 80.000, "/m/01d380,/m/07k1x,/m/0_ksk"
KXOFHySQG1c, 20.000, 30.000, "/m/04zmvq"
KZH-2CVh2so, 30.000, 40.000, "/m/04rlf,/m/07q4ntr,/m/07rwj3x"
KZVnYaoUF3M, 70.000, 80.000, "/m/04rlf,/m/07rknqz,/m/07yv9,/m/0k4j"
KZbSLeiNAZo, 120.000, 130.000, "/m/01280g,/m/04cvmfc,/m/0cdnk,/m/0jbk"
K_GO-RNcpI8, 30.000, 40.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
K_XT08OPkJ0, 7.000, 17.000, "/m/07qsvvw"
Kd7gcjrHawU, 30.000, 40.000, "/m/07pp_mv,/m/09x0r"
KdGHXLe3C9E, 20.000, 30.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
KdhDLHHqXQU, 30.000, 40.000, "/m/05x_td,/t/dd00125"
Ki7Xvd2_hxY, 30.000, 40.000, "/m/05tny_,/m/068hy,/m/07r660_,/m/09x0r,/m/0bt9lr,/m/0jbk"
KkUFgoU_LO0, 80.000, 90.000, "/m/03l9g"
Kkm6JA6zba0, 30.000, 40.000, "/m/07q2z82,/m/07yv9,/m/09x0r,/t/dd00066"
Kmwnd0cwVIU, 30.000, 40.000, "/m/04rlf,/m/07q4ntr,/m/07sr1lc"
KnC_qb1RH9k, 110.000, 120.000, "/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv"
KndBk6pnCxg, 1.000, 11.000, "/m/0199g,/m/07yv9,/m/09x0r"
Kno1Qt815WI, 160.000, 170.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/m/07sr1lc,/t/dd00128"
KnvLCqcDJw8, 70.000, 80.000, "/m/05x_td,/m/07yv9,/m/0k4j"
Kp55ahSMeJY, 20.000, 30.000, "/m/02c8p,/m/02fs_r,/m/030rvx,/m/07bjf,/m/09x0r"
KqUD1AAGpJ4, 50.000, 60.000, "/m/012ndj,/m/03j1ly,/m/03kmc9,/m/04qvtq"
KrgePHFM0KE, 360.000, 370.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c"
KrtiLKd4VCI, 100.000, 110.000, "/m/01z5f,/m/05tny_,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
KsT1OSUHFUY, 30.000, 40.000, "/m/01z5f,/m/05tny_,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
KtKL00vJZFA, 30.000, 40.000, "/m/07yv9,/t/dd00130"
Kz8UNlwvsPw, 23.000, 33.000, "/m/03cl9h,/m/04rlf,/m/07yv9,/m/0k4j"
Kzp11vSf4aE, 23.000, 33.000, "/m/0199g,/m/07yv9,/m/09x0r"
Kzta4DN8joI, 30.000, 40.000, "/t/dd00134"
L1qC8DicAZE, 70.000, 80.000, "/m/02mk9,/m/02y_763,/m/04gxbd,/m/07yv9,/m/0k4j"
L3TpuDBTMFU, 570.000, 580.000, "/m/07pxg6y,/m/09x0r"
L6CZW4rRGfY, 0.000, 10.000, "/m/0l156k"
L7czNDLEfOw, 0.000, 10.000, "/m/0l156k"
L9YtOeck3A0, 0.000, 10.000, "/m/07rn7sz,/m/0k4j"
LA5TekLaIPI, 10.000, 20.000, "/m/02rhddq,/m/07r04,/m/07yv9"
LAeyVmgus2k, 120.000, 130.000, "/m/01j4z9,/m/07k1x,/m/09x0r"
LCB8rW5cvWk, 30.000, 40.000, "/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
LCTL-WJhDVw, 30.000, 40.000, "/m/04zmvq"
LDeLOHzwDNI, 560.000, 570.000, "/m/01b82r,/m/07pl1bw,/m/083vt"
LDquwvZt8zs, 10.000, 20.000, "/m/02mfyn"
LFn5sfq3hgs, 470.000, 480.000, "/m/03v3yw,/m/07yv9,/m/09x0r,/m/0k4j"
LGpxOU75n4c, 80.000, 90.000, "/m/01d380,/m/07k1x,/m/0_ksk"
LH0GHeKmrYQ, 560.000, 570.000, "/m/0l156k"
LHXcsMLXdE8, 30.000, 40.000, "/m/01280g,/m/02yds9,/m/0jbk"
LJ8BY521EoI, 30.000, 40.000, "/m/03qc9zr,/m/09x0r"
LJCt0UAzBTI, 80.000, 90.000, "/m/02l6bg,/m/07yv9,/m/0cmf2,/m/0k5j"
LJMTI-D9gak, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
LK0tfDah6Fo, 70.000, 80.000, "/m/068hy,/m/07r_k2n,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
LK3G3dfuAqI, 30.000, 40.000, "/m/01b82r,/m/07pl1bw,/m/083vt"
LK4b2eJpy24, 30.000, 40.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
LKBfrBoO3Vc, 40.000, 50.000, "/m/01280g,/m/04rlf,/m/0cdnk,/m/0jbk"
LLOblSCR4Vs, 10.000, 20.000, "/m/012f08,/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j"
LLmMCjc8Bmg, 40.000, 50.000, "/m/012ndj,/m/03j1ly,/m/03kmc9,/m/04qvtq"
LNN9XR8WnaM, 30.000, 40.000, "/m/07pxg6y"
LNwCQ3DN8kw, 460.000, 470.000, "/m/03l9g"
LOuvyD6bE04, 30.000, 40.000, "/m/07pxg6y,/m/09x0r"
LPvP5Cu4FwY, 20.000, 30.000, "/m/07pp_mv,/m/0c3f7m"
LT5mUSYUzHg, 30.000, 40.000, "/m/014zdl,/m/04rlf,/m/09x0r"
LTF5K9H5pPA, 80.000, 90.000, "/m/01yg9g,/m/02mk9,/t/dd00065"
LV19CosDySA, 0.000, 10.000, "/m/01280g,/m/04cvmfc,/m/04rlf,/m/09x0r,/m/0cdnk,/m/0jbk,/t/dd00129"
LYkSKqeDpdw, 180.000, 190.000, "/m/04rlf,/m/07q4ntr,/m/09x0r,/t/dd00126"
LZV0197eAv8, 20.000, 30.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
L_9U6xDeYcU, 20.000, 30.000, "/m/04fq5q,/m/05kq4,/m/0912c9,/m/09x0r,/t/dd00129"
Lb2eI4GApc4, 30.000, 40.000, "/m/02mfyn,/m/03kmc9"
Lb5IVzP90pk, 20.000, 30.000, "/m/0463cq4,/m/09x0r"
LbopBade5MQ, 250.000, 260.000, "/m/01bjv,/m/07hvw1,/m/07yv9,/m/0k4j"
LdNtIbqMxX8, 30.000, 40.000, "/m/01bjv,/m/07yv9,/m/09x0r"
LdiE2UM_dFA, 220.000, 230.000, "/m/07qqyl4"
LiEqp4ndGc0, 0.000, 10.000, "/m/012f08,/m/07r04,/m/07yv9,/m/09x0r,/t/dd00065"
LiaDV0Cp0lo, 70.000, 80.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
LiehcxCYdIo, 70.000, 80.000, "/m/07qfr4h,/m/09x0r,/m/0bt9lr,/m/0jbk"
LjeZYuAHjpk, 0.000, 10.000, "/m/0c3f7m,/t/dd00125"
LkIpHrN_KCE, 90.000, 100.000, "/m/030rvx,/m/09x0r"
LkOtCqBr7hA, 10.000, 20.000, "/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0ghcn6"
LmFxy9yXb34, 30.000, 40.000, "/m/01280g,/m/04cvmfc,/m/0cdnk,/m/0jbk,/t/dd00129"
LmPAzDq5Xfg, 30.000, 40.000, "/m/04rlf,/m/07qsvvw,/m/09x0r"
Lp3KfgK__8g, 230.000, 240.000, "/m/04rlf,/m/07sr1lc,/t/dd00126"
LqSBkdgz1AA, 40.000, 50.000, "/m/012f08,/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j"
LqzVc-jd3Nc, 60.000, 70.000, "/m/03kmc9,/m/0dgbq"
LsY_YZDzIY0, 290.000, 300.000, "/m/07r04,/m/07yv9,/m/0gvgw0,/t/dd00129"
Lv-itTXoTiQ, 500.000, 510.000, "/m/09x0r,/m/0ghcn6,/t/dd00125"
Lw4KyXqLTP8, 10.000, 20.000, "/m/02p3nc,/m/068hy,/m/0bt9lr,/m/0jbk"
LwsczwhNsrM, 50.000, 60.000, "/m/07r04,/m/07yv9,/m/09x0r,/m/0gvgw0"
LxUDDBAlhjU, 430.000, 440.000, "/m/01j4z9"
Lxti4ImPVy8, 270.000, 280.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
M04EdgCw1Mk, 30.000, 40.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
M1kL1VKZ0uo, 30.000, 40.000, "/m/012ndj,/m/03j1ly,/m/03kmc9,/m/04qvtq"
MD3xhb-Dv60, 90.000, 100.000, "/m/01d380,/m/04fgwm,/m/08j51y,/m/09x0r"
ME1RvMwv16g, 40.000, 50.000, "/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
MESmq42m6sQ, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
MIsdyuOA8uc, 50.000, 60.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
MJO1EH0MTkw, 30.000, 40.000, "/m/01yg9g,/t/dd00065"
MLRC0noz3Kg, 5.000, 15.000, "/m/0l156k"
MLXtl8KUEgE, 430.000, 440.000, "/m/01h3n,/m/03l9g,/m/03vt0,/m/0h2mp"
MLY__fadQAw, 40.000, 50.000, "/m/02mfyn"
MM9oupl8vbA, 200.000, 210.000, "/m/0l156k"
MMEMEAXApUQ, 21.000, 31.000, "/m/01d380,/m/07k1x,/m/0_ksk"
MNkQGlmeyK0, 90.000, 100.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/t/dd00048"
MOeh4RHN4o8, 0.000, 10.000, "/m/04_sv,/m/07yv9,/t/dd00065"
MOfKXix-ogw, 20.000, 30.000, "/m/01b82r,/m/07pdjhy,/m/083vt"
MOv0k6GCsB0, 110.000, 120.000, "/m/07yv9,/m/0btp2"
MPUD6-BJHbM, 190.000, 200.000, "/m/01j4z9"
MQ1Q7xydJPU, 220.000, 230.000, "/m/01j4z9,/m/026t6,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/06by7"
MW1aw8QiEkY, 30.000, 40.000, "/m/01b82r,/m/083vt"
MWGMsZxW5bc, 25.000, 35.000, "/m/07qsvvw,/m/09x0r"
MX7d8HjoHqI, 50.000, 60.000, "/m/01d380,/m/07k1x,/m/0_ksk"
M_SDTIbBhMM, 160.000, 170.000, "/m/014yck,/m/07yv9,/m/0cmf2,/t/dd00128"
Maul1ExUbfk, 20.000, 30.000, "/m/01b_21,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
MbOu1rlgL3U, 1.000, 11.000, "/m/07qsvvw"
MkUDPLkMGxA, 230.000, 240.000, "/m/07yv9,/m/0912c9,/m/09x0r,/m/0k4j"
MljFzMvOAeo, 30.000, 40.000, "/m/04rlf,/m/07qsvvw,/m/09x0r"
Mls0tzvQpzQ, 340.000, 350.000, "/m/07pp_mv,/m/0c3f7m"
MnPr6OFdMls, 10.000, 20.000, "/m/05x_td,/m/09x0r"
Moi9uLgZPfg, 60.000, 70.000, "/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
MqUQb9pYHyw, 0.000, 10.000, "/m/07rn7sz"
MrSbLCsxj3g, 30.000, 40.000, "/m/0463cq4,/m/0ytgt"
MvvZ2akuEKU, 0.000, 10.000, "/m/012n7d,/m/03j1ly,/m/03kmc9"
MwSbYICrYj8, 390.000, 400.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/06hck5,/m/07jdr,/m/07rwm0c"
MxeGNBAWmm0, 40.000, 50.000, "/m/04rlf,/m/068hy,/m/07r67yg,/m/0bt9lr,/m/0jbk"
N20w9BT1yxA, 30.000, 40.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb"
N3pxp1FCJRQ, 110.000, 120.000, "/m/07pp_mv,/m/0c3f7m"
N3yLARaRIYU, 250.000, 260.000, "/m/07qqyl4"
N59GCN8ujM4, 160.000, 170.000, "/m/09x0r,/m/0bt9lr,/m/0ghcn6,/t/dd00125"
N5Lefsrt9UE, 30.000, 40.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
N70t49-EABo, 28.000, 38.000, "/m/04fq5q"
N7L3RA-QTdE, 110.000, 120.000, "/m/068hy,/m/07mzm6,/m/0bt9lr,/m/0jbk"
N8oL33zAKGo, 380.000, 390.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
NCEyRZ3Y_4Y, 350.000, 360.000, "/m/07phhsh,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
NCmV-aNBFmQ, 140.000, 150.000, "/m/01z5f,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk,/t/dd00125"
NJXKJUubRKo, 30.000, 40.000, "/m/04rlf,/m/07sr1lc,/m/09x0r"
NMYGTc5bzNY, 90.000, 100.000, "/m/0199g,/m/04rlf,/m/09x0r"
NNcltNK1ewI, 26.000, 36.000, "/m/07qsvvw,/m/09x0r"
NP8qMhyC2N4, 0.000, 10.000, "/m/03kmc9,/m/0dgbq"
NQnH_JzTxaY, 7.000, 17.000, "/m/014zdl,/m/07pxg6y,/m/07qsvvw"
NRNl916iT84, 140.000, 150.000, "/m/02rhddq,/m/07r04,/m/07yv9"
NTFCiilGlpo, 30.000, 40.000, "/m/03l9g"
NTg4toxmcN4, 10.000, 20.000, "/m/0463cq4"
NUHlTnLitqk, 0.000, 10.000, "/m/07pp_mv,/m/09x0r,/t/dd00125"
NUJuiMKbyhc, 250.000, 260.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
NVQb73vzEpY, 30.000, 40.000, "/m/07r_k2n"
NXPJmaO6vao, 130.000, 140.000, "/m/014zdl,/m/04rlf,/m/09x0r"
NYk_W6lvK1w, 140.000, 150.000, "/m/01d380,/m/07k1x,/m/0_ksk"
Nb9q6-XOIXc, 340.000, 350.000, "/m/01j4z9,/m/09x0r"
Nc-YPmCv1Gg, 110.000, 120.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
NdCr5IDnkxc, 30.000, 40.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/07jdr,/m/07rwm0c"
Ne2ywzuyI68, 120.000, 130.000, "/m/0463cq4,/m/046dlr,/m/09x0r"
Ne99bQqwg8c, 20.000, 30.000, "/m/01yg9g,/m/09x0r"
NecAPvps9io, 30.000, 40.000, "/m/0gvgw0"
NfuT-XaUde4, 70.000, 80.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
NnLfoPcY-9Y, 60.000, 70.000, "/m/014yck,/m/07yv9,/m/09x0r,/m/0k5j"
NpnNcT6nbcU, 90.000, 100.000, "/m/01b82r,/m/083vt"
NsgzZ193gyo, 0.000, 10.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
NtP49xbK4hA, 20.000, 30.000, "/m/02l6bg,/m/07yv9,/m/0k5j"
NuB5i2H27dg, 9.000, 19.000, "/m/04fq5q,/t/dd00129"
NuMp4zOZEbY, 10.000, 20.000, "/m/05tny_,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
NuZqqcO2_Ok, 13.000, 23.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
NufnAnjxQlE, 220.000, 230.000, "/m/01d380,/m/07k1x,/m/0_ksk"
